Subcategory,countryISO3,population,hoursPerDayCombined,,,
Food processing,SRB,8963761,0.1,,,
Food processing,SSD,11062114,0.13,,,
Food processing,STP,215048,0.02,,,
Food processing,SUR,581363,0.05,,,
Food processing,SVK,5457012,0.11,,,
Food processing,SVN,2023049,0.08,,,
Food processing,SWE,9139759,0.03,,,
Food processing,SWZ,1113994,0.11,,,
Food processing,SYC,97741,0.13,,,
Food processing,SYR,17070132,0.04,,,
Food processing,TCD,15946882,0.02,,,
Food processing,TGO,8082359,0.07,,,
Food processing,THA,68714519,0.15,,,
Food processing,TJK,9321023,0.07,,,
Food processing,TKM,5942094,0.07,,,
Food processing,TLS,1293120,0.1,,,
Food processing,TON,103199,0.01,,,
Food processing,TTO,1394969,0.1,,,
Food processing,TUN,11694721,0.03,,,
Food processing,TUR,72326992,0.06,,,
Food processing,TWN,23773881,0.05,,,
Food processing,TZA,49960563,0.02,,,
Food processing,UGA,41166588,0.15,,,
Food processing,UKR,44487708,0.05,,,
Food processing,URY,3449290,0,,,
Food processing,USA,329064917,0.04,,,
Food processing,UZB,32981715,0.07,,,
Food processing,VCT,110593,0.1,,,
Food processing,VEN,29402480,0,,,
Food processing,VIR,104579,0.1,,,
Food processing,VNM,96462108,0.09,,,
Food processing,VUT,299882,0.05,,,
Food processing,WSM,197093,0.1,,,
Food processing,YEM,25823488,0.01,,,
Food processing,ZAF,51216967,0.01,,,
Food processing,ZMB,17861034,0.13,,,
Food processing,ZWE,14645473,0.12,,,
