Subcategory,countryISO3,population,hoursPerDayCombined,,,
Human transportation,ROU,20471860,0.65,,,
Human transportation,RUS,145734034,0.74,,,
Human transportation,RWA,12301969,0.99,,,
Human transportation,SAU,34268529,0.77,,,
Human transportation,SEN,16296362,0.96,,,
Human transportation,SGP,5804343,1.1,,,
Human transportation,SLB,571329,1.08,,,
Human transportation,SLE,7650149,0.95,,,
Human transportation,SLV,6183877,0.67,,,
Human transportation,SOM,15442906,0.99,,,
Human transportation,SRB,8963761,0.85,,,
Human transportation,SSD,11062114,0.99,,,
Human transportation,STP,215048,1.02,,,
Human transportation,SUR,581363,1.06,,,
Human transportation,SVK,5457012,0.7,,,
Human transportation,SVN,2023049,0.87,,,
Human transportation,SWE,9139759,1.03,,,
Human transportation,SWZ,1113994,1.03,,,
Human transportation,SYC,97741,0.99,,,
Human transportation,SYR,17070132,0.77,,,
Human transportation,TCD,15946882,1.02,,,
Human transportation,TGO,8082359,0.95,,,
Human transportation,THA,68714519,1.09,,,
Human transportation,TJK,9321023,0.96,,,
Human transportation,TKM,5942094,0.96,,,
Human transportation,TLS,1293120,1.1,,,
Human transportation,TON,103199,1.1,,,
Human transportation,TTO,1394969,0.69,,,
Human transportation,TUN,11694721,1.12,,,
Human transportation,TUR,72326992,0.8,,,
Human transportation,TWN,23773881,0.65,,,
Human transportation,TZA,49960563,1.03,,,
Human transportation,UGA,41166588,0.99,,,
Human transportation,UKR,44487708,0.77,,,
Human transportation,URY,3449290,1.09,,,
Human transportation,USA,329064917,0.96,,,
Human transportation,UZB,32981715,0.96,,,
Human transportation,VCT,110593,0.69,,,
Human transportation,VEN,29402480,1.12,,,
Human transportation,VIR,104579,0.69,,,
Human transportation,VNM,96462108,1.09,,,
Human transportation,VUT,299882,1.14,,,
Human transportation,WSM,197093,1.1,,,
Human transportation,YEM,25823488,0.82,,,
Human transportation,ZAF,51216967,1.06,,,
Human transportation,ZMB,17861034,0.98,,,
Human transportation,ZWE,14645473,0.98,,,
