Subcategory,countryISO3,population,hoursPerDayCombined,,,
Meals,SWZ,1113994,1.29,,,
Meals,SYC,97741,1.88,,,
Meals,SYR,17070132,1.79,,,
Meals,TCD,15946882,1.14,,,
Meals,TGO,8082359,1.59,,,
Meals,THA,68714519,1.83,,,
Meals,TJK,9321023,1.56,,,
Meals,TKM,5942094,1.56,,,
Meals,TLS,1293120,1.83,,,
Meals,TON,103199,1.83,,,
Meals,TTO,1394969,1.27,,,
Meals,TUN,11694721,1.32,,,
Meals,TUR,72326992,1.9,,,
Meals,TWN,23773881,1.42,,,
Meals,TZA,49960563,2,,,
Meals,UGA,41166588,1.88,,,
Meals,UKR,44487708,1.54,,,
Meals,URY,3449290,1.31,,,
Meals,USA,329064917,1.12,,,
Meals,UZB,32981715,1.56,,,
Meals,VCT,110593,1.27,,,
Meals,VEN,29402480,1.31,,,
Meals,VIR,104579,1.27,,,
Meals,VNM,96462108,1.83,,,
Meals,VUT,299882,1.83,,,
Meals,WSM,197093,1.83,,,
Meals,YEM,25823488,1.79,,,
Meals,ZAF,51216967,1.29,,,
Meals,ZMB,17861034,1.88,,,
Meals,ZWE,14645473,1.88,,,
