Subcategory,countryISO3,population,hoursPerDayCombined,,,
Materials,SWE,9139759,0.03,,,
Materials,SWZ,1113994,0.04,,,
Materials,SYC,97741,0.09,,,
Materials,SYR,17070132,0.04,,,
Materials,TCD,15946882,0.1,,,
Materials,TGO,8082359,0.14,,,
Materials,THA,68714519,0.06,,,
Materials,TJK,9321023,0.09,,,
Materials,TKM,5942094,0.09,,,
Materials,TLS,1293120,0.07,,,
Materials,TON,103199,0.06,,,
Materials,TTO,1394969,0.07,,,
Materials,TUN,11694721,0.06,,,
Materials,TUR,72326992,0.04,,,
Materials,TWN,23773881,0.11,,,
Materials,TZA,49960563,0.11,,,
Materials,UGA,41166588,0.1,,,
Materials,UKR,44487708,0.16,,,
Materials,URY,3449290,0.06,,,
Materials,USA,329064917,0.02,,,
Materials,UZB,32981715,0.09,,,
Materials,VCT,110593,0.07,,,
Materials,VEN,29402480,0.09,,,
Materials,VIR,104579,0.07,,,
Materials,VNM,96462108,0.07,,,
Materials,VUT,299882,0.07,,,
Materials,WSM,197093,0.07,,,
Materials,YEM,25823488,0.09,,,
Materials,ZAF,51216967,0.08,,,
Materials,ZMB,17861034,0.1,,,
Materials,ZWE,14645473,0.17,,,
