Subcategory,countryISO3,population,hoursPerDayCombined,,,
Religious practice,ROU,20471860,0.15,,,
Religious practice,RUS,145734034,0.23,,,
Religious practice,RWA,12301969,0.15,,,
Religious practice,SAU,34268529,0.47,,,
Religious practice,SEN,16296362,0.24,,,
Religious practice,SGP,5804343,0.05,,,
Religious practice,SLB,571329,0.06,,,
Religious practice,SLE,7650149,0.24,,,
Religious practice,SLV,6183877,0.08,,,
Religious practice,SOM,15442906,0.15,,,
Religious practice,SRB,8963761,0.08,,,
Religious practice,SSD,11062114,0.15,,,
Religious practice,STP,215048,0.44,,,
Religious practice,SUR,581363,0.17,,,
Religious practice,SVK,5457012,0.19,,,
Religious practice,SVN,2023049,0.1,,,
Religious practice,SWE,9139759,0.1,,,
Religious practice,SWZ,1113994,0.28,,,
Religious practice,SYC,97741,0.15,,,
Religious practice,SYR,17070132,0.47,,,
Religious practice,TCD,15946882,0.44,,,
Religious practice,TGO,8082359,0.24,,,
Religious practice,THA,68714519,0.04,,,
Religious practice,TJK,9321023,0.48,,,
Religious practice,TKM,5942094,0.48,,,
Religious practice,TLS,1293120,0.05,,,
Religious practice,TON,103199,0.05,,,
Religious practice,TTO,1394969,0.22,,,
Religious practice,TUN,11694721,0.66,,,
Religious practice,TUR,72326992,0.41,,,
Religious practice,TWN,23773881,0.16,,,
Religious practice,TZA,49960563,0.23,,,
Religious practice,UGA,41166588,0.15,,,
Religious practice,UKR,44487708,0.19,,,
Religious practice,URY,3449290,0.17,,,
Religious practice,USA,329064917,0.2,,,
Religious practice,UZB,32981715,0.48,,,
Religious practice,VCT,110593,0.22,,,
Religious practice,VEN,29402480,0.17,,,
Religious practice,VIR,104579,0.22,,,
Religious practice,VNM,96462108,0.04,,,
Religious practice,VUT,299882,0.05,,,
Religious practice,WSM,197093,0.05,,,
Religious practice,YEM,25823488,0.47,,,
Religious practice,ZAF,51216967,0.28,,,
Religious practice,ZMB,17861034,0.15,,,
Religious practice,ZWE,14645473,0.15,,,
