Subcategory,countryISO3,population,hoursPerDayCombined,,,
Waste management,SSD,11062114,0.01,,,
Waste management,STP,215048,0,,,
Waste management,SUR,581363,0.01,,,
Waste management,SVK,5457012,0.01,,,
Waste management,SVN,2023049,0.01,,,
Waste management,SWE,9139759,0.01,,,
Waste management,SWZ,1113994,0,,,
Waste management,SYC,97741,0.01,,,
Waste management,SYR,17070132,0.01,,,
Waste management,TCD,15946882,0,,,
Waste management,TGO,8082359,0.01,,,
Waste management,THA,68714519,0.01,,,
Waste management,TJK,9321023,0.01,,,
Waste management,TKM,5942094,0.01,,,
Waste management,TLS,1293120,0.01,,,
Waste management,TON,103199,0.01,,,
Waste management,TTO,1394969,0.01,,,
Waste management,TUN,11694721,0.01,,,
Waste management,TUR,72326992,0.01,,,
Waste management,TWN,23773881,0.01,,,
Waste management,TZA,49960563,0,,,
Waste management,UGA,41166588,0.01,,,
Waste management,UKR,44487708,0.01,,,
Waste management,URY,3449290,0.01,,,
Waste management,USA,329064917,0.01,,,
Waste management,UZB,32981715,0.01,,,
Waste management,VCT,110593,0.01,,,
Waste management,VEN,29402480,0.02,,,
Waste management,VIR,104579,0.01,,,
Waste management,VNM,96462108,0.01,,,
Waste management,VUT,299882,0,,,
Waste management,WSM,197093,0.01,,,
Waste management,YEM,25823488,0,,,
Waste management,ZAF,51216967,0.01,,,
Waste management,ZMB,17861034,0.01,,,
Waste management,ZWE,14645473,0.01,,,
