Subcategory,countryISO3,population,hoursPerDayCombined,,,
Passive,SWZ,1113994,3.02,,,
Passive,SYC,97741,2.25,,,
Passive,SYR,17070132,3.09,,,
Passive,TCD,15946882,1.84,,,
Passive,TGO,8082359,2.3,,,
Passive,THA,68714519,3.45,,,
Passive,TJK,9321023,2.27,,,
Passive,TKM,5942094,2.27,,,
Passive,TLS,1293120,3.45,,,
Passive,TON,103199,3.45,,,
Passive,TTO,1394969,2.09,,,
Passive,TUN,11694721,3.17,,,
Passive,TUR,72326992,3.11,,,
Passive,TWN,23773881,3.66,,,
Passive,TZA,49960563,2.43,,,
Passive,UGA,41166588,2.25,,,
Passive,UKR,44487708,2.39,,,
Passive,URY,3449290,2.9,,,
Passive,USA,329064917,3.4,,,
Passive,UZB,32981715,2.27,,,
Passive,VCT,110593,2.09,,,
Passive,VEN,29402480,2.89,,,
Passive,VIR,104579,2.09,,,
Passive,VNM,96462108,3.45,,,
Passive,VUT,299882,3.45,,,
Passive,WSM,197093,3.45,,,
Passive,YEM,25823488,3.08,,,
Passive,ZAF,51216967,3.03,,,
Passive,ZMB,17861034,2.25,,,
Passive,ZWE,14645473,2.25,,,
