Subcategory,countryISO3,population,hoursPerDayCombined,,,
Schooling & research,PRK,25666158,0.78,,,
Schooling & research,PRT,10226178,0.86,,,
Schooling & research,PRY,7044639,1.03,,,
Schooling & research,PSE,4981422,0.97,,,
Schooling & research,PYF,279285,1.02,,,
Schooling & research,QAT,2832071,0.89,,,
Schooling & research,REU,888932,1.1,,,
Schooling & research,ROU,20471860,0.69,,,
Schooling & research,RUS,145734034,0.79,,,
Schooling & research,RWA,12301969,1.1,,,
Schooling & research,SAU,34268529,0.93,,,
Schooling & research,SEN,16296362,1.33,,,
Schooling & research,SGP,5804343,1.02,,,
Schooling & research,SLB,571329,1.14,,,
Schooling & research,SLE,7650149,1.3,,,
Schooling & research,SLV,6183877,1.08,,,
Schooling & research,SOM,15442906,1.1,,,
Schooling & research,SRB,8963761,0.76,,,
Schooling & research,SSD,11062114,1.1,,,
Schooling & research,STP,215048,1.95,,,
Schooling & research,SUR,581363,1.03,,,
Schooling & research,SVK,5457012,0.79,,,
Schooling & research,SVN,2023049,0.81,,,
Schooling & research,SWE,9139759,0.87,,,
Schooling & research,SWZ,1113994,1.1,,,
Schooling & research,SYC,97741,1.1,,,
Schooling & research,SYR,17070132,0.93,,,
Schooling & research,TCD,15946882,1.95,,,
Schooling & research,TGO,8082359,1.31,,,
Schooling & research,THA,68714519,0.99,,,
Schooling & research,TJK,9321023,1.6,,,
Schooling & research,TKM,5942094,1.6,,,
Schooling & research,TLS,1293120,1.02,,,
Schooling & research,TON,103199,1.12,,,
Schooling & research,TTO,1394969,1.23,,,
Schooling & research,TUN,11694721,0.97,,,
Schooling & research,TUR,72326992,0.88,,,
Schooling & research,TWN,23773881,1.14,,,
Schooling & research,TZA,49960563,1.15,,,
Schooling & research,UGA,41166588,1.14,,,
Schooling & research,UKR,44487708,0.84,,,
Schooling & research,URY,3449290,1.06,,,
Schooling & research,USA,329064917,0.93,,,
Schooling & research,UZB,32981715,1.6,,,
Schooling & research,VCT,110593,1.23,,,
Schooling & research,VEN,29402480,1.09,,,
Schooling & research,VIR,104579,1.23,,,
Schooling & research,VNM,96462108,1.02,,,
Schooling & research,VUT,299882,1.14,,,
Schooling & research,WSM,197093,1.02,,,
Schooling & research,YEM,25823488,0.92,,,
Schooling & research,ZAF,51216967,1.07,,,
Schooling & research,ZMB,17861034,1.09,,,
Schooling & research,ZWE,14645473,1.13,,,
