Subcategory,countryISO3,population,hoursPerDayCombined,,,
Allocation,SLV,6183877,1.64,,,
Allocation,SOM,15442906,0.8,,,
Allocation,SRB,8963761,0.81,,,
Allocation,SSD,11062114,0.8,,,
Allocation,STP,215048,0.49,,,
Allocation,SUR,581363,1.23,,,
Allocation,SVK,5457012,1,,,
Allocation,SVN,2023049,0.96,,,
Allocation,SWE,9139759,1.13,,,
Allocation,SWZ,1113994,0.81,,,
Allocation,SYC,97741,0.8,,,
Allocation,SYR,17070132,0.79,,,
Allocation,TCD,15946882,0.49,,,
Allocation,TGO,8082359,0.9,,,
Allocation,THA,68714519,1.03,,,
Allocation,TJK,9321023,0.85,,,
Allocation,TKM,5942094,0.85,,,
Allocation,TLS,1293120,1.08,,,
Allocation,TON,103199,1.03,,,
Allocation,TTO,1394969,1.29,,,
Allocation,TUN,11694721,0.75,,,
Allocation,TUR,72326992,0.83,,,
Allocation,TWN,23773881,0.89,,,
Allocation,TZA,49960563,0.8,,,
Allocation,UGA,41166588,0.82,,,
Allocation,UKR,44487708,1.07,,,
Allocation,URY,3449290,1.25,,,
Allocation,USA,329064917,1.36,,,
Allocation,UZB,32981715,0.85,,,
Allocation,VCT,110593,1.29,,,
Allocation,VEN,29402480,1.32,,,
Allocation,VIR,104579,1.29,,,
Allocation,VNM,96462108,0.84,,,
Allocation,VUT,299882,1.18,,,
Allocation,WSM,197093,1.08,,,
Allocation,YEM,25823488,0.93,,,
Allocation,ZAF,51216967,0.85,,,
Allocation,ZMB,17861034,0.92,,,
Allocation,ZWE,14645473,0.75,,,
