Subcategory,countryISO3,population,hoursPerDayCombined,,,
Social,TON,103199,0.68,,,
Social,TTO,1394969,0.98,,,
Social,TUN,11694721,1.48,,,
Social,TUR,72326992,1.11,,,
Social,TWN,23773881,0.48,,,
Social,TZA,49960563,0.51,,,
Social,UGA,41166588,0.93,,,
Social,UKR,44487708,0.79,,,
Social,URY,3449290,1.22,,,
Social,USA,329064917,0.93,,,
Social,UZB,32981715,1.13,,,
Social,VCT,110593,0.98,,,
Social,VEN,29402480,1.2,,,
Social,VIR,104579,0.98,,,
Social,VNM,96462108,0.68,,,
Social,VUT,299882,0.68,,,
Social,WSM,197093,0.68,,,
Social,YEM,25823488,1.09,,,
Social,ZAF,51216967,1.24,,,
Social,ZMB,17861034,0.93,,,
Social,ZWE,14645473,0.93,,,
