Subcategory,countryISO3,population,hoursPerDayCombined,,,
Inhabited environment,PAN,3901311,1.35,,,
Inhabited environment,PER,32510462,0.73,,,
Inhabited environment,PHL,108116622,0.61,,,
Inhabited environment,PNG,8776119,0.55,,,
Inhabited environment,POL,38329784,0.97,,,
Inhabited environment,PRI,2933404,1.29,,,
Inhabited environment,PRK,25666158,0.62,,,
Inhabited environment,PRT,10226178,1.15,,,
Inhabited environment,PRY,7044639,0.77,,,
Inhabited environment,PSE,4981422,0.82,,,
Inhabited environment,PYF,279285,0.55,,,
Inhabited environment,QAT,2832071,0.83,,,
Inhabited environment,REU,888932,0.86,,,
Inhabited environment,ROU,20471860,1.22,,,
Inhabited environment,RUS,145734034,0.96,,,
Inhabited environment,RWA,12301969,0.99,,,
Inhabited environment,SAU,34268529,0.86,,,
Inhabited environment,SEN,16296362,0.76,,,
Inhabited environment,SGP,5804343,0.55,,,
Inhabited environment,SLB,571329,0.63,,,
Inhabited environment,SLE,7650149,0.6,,,
Inhabited environment,SLV,6183877,1.12,,,
Inhabited environment,SOM,15442906,0.86,,,
Inhabited environment,SRB,8963761,1.08,,,
Inhabited environment,SSD,11062114,0.86,,,
Inhabited environment,STP,215048,0.72,,,
Inhabited environment,SUR,581363,0.77,,,
Inhabited environment,SVK,5457012,1.03,,,
Inhabited environment,SVN,2023049,1.39,,,
Inhabited environment,SWE,9139759,0.88,,,
Inhabited environment,SWZ,1113994,0.97,,,
Inhabited environment,SYC,97741,0.86,,,
Inhabited environment,SYR,17070132,0.86,,,
Inhabited environment,TCD,15946882,0.72,,,
Inhabited environment,TGO,8082359,0.66,,,
Inhabited environment,THA,68714519,0.54,,,
Inhabited environment,TJK,9321023,1.09,,,
Inhabited environment,TKM,5942094,1.09,,,
Inhabited environment,TLS,1293120,0.55,,,
Inhabited environment,TON,103199,0.54,,,
Inhabited environment,TTO,1394969,1.29,,,
Inhabited environment,TUN,11694721,0.8,,,
Inhabited environment,TUR,72326992,0.82,,,
Inhabited environment,TWN,23773881,0.76,,,
Inhabited environment,TZA,49960563,0.69,,,
Inhabited environment,UGA,41166588,0.85,,,
Inhabited environment,UKR,44487708,1.02,,,
Inhabited environment,URY,3449290,0.72,,,
Inhabited environment,USA,329064917,0.82,,,
Inhabited environment,UZB,32981715,1.09,,,
Inhabited environment,VCT,110593,1.29,,,
Inhabited environment,VEN,29402480,0.69,,,
Inhabited environment,VIR,104579,1.29,,,
Inhabited environment,VNM,96462108,0.51,,,
Inhabited environment,VUT,299882,0.6,,,
Inhabited environment,WSM,197093,0.55,,,
Inhabited environment,YEM,25823488,0.81,,,
Inhabited environment,ZAF,51216967,0.92,,,
Inhabited environment,ZMB,17861034,0.88,,,
Inhabited environment,ZWE,14645473,0.89,,,
